Tick,Tender ID,Ticker,Action,Quantity,Price,Expires,source_file,mid_at_tick,spread_top_at_tick
259,3201,CRZY,BUY,71000,10.4,289,simulation_run_s158_20260415_200108.xlsx,10.605,0.02999999999999936
27,1,TAME,SELL,75000,25.06,57,simulation_run_s158_20260418_054449.xlsx,24.895000000000003,0.05000000000000071
78,801,CRZY,BUY,74000,10.35,108,simulation_run_s158_20260418_054449.xlsx,10.67,0.019999999999999574
149,1601,TAME,BUY,70000,24.77,179,simulation_run_s158_20260418_054449.xlsx,24.945,0.00999999999999801
196,2401,CRZY,SELL,75000,10.72,226,simulation_run_s158_20260418_054449.xlsx,10.67,0.03999999999999915
265,3201,TAME,SELL,67000,25.26,295,simulation_run_s158_20260418_054449.xlsx,24.985,0.030000000000001137
23,1,CRZY,SELL,73000,10.41,53,simulation_run_s158_20260423_074547.xlsx,10.129999999999999,0.040000000000000924
77,801,TAME,BUY,73000,24.01,107,simulation_run_s158_20260423_074547.xlsx,24.33,0.05999999999999872
143,1601,CRZY,SELL,72000,10.39,173,simulation_run_s158_20260423_074547.xlsx,10.205,0.010000000000001563
206,2401,TAME,SELL,71000,24.79,236,simulation_run_s158_20260423_074547.xlsx,24.545,0.029999999999997584
261,3201,TAME,SELL,69000,24.88,291,simulation_run_s158_20260423_074547.xlsx,24.805,0.04999999999999716
23,1,TAME,SELL,72000,25.05,53,simulation_run_s159_20260411_162626.xlsx,25.005000000000003,0.010000000000001563
86,801,CRZY,SELL,70000,10.48,116,simulation_run_s159_20260411_162626.xlsx,10.225000000000001,0.009999999999999787
146,1601,CRZY,SELL,68000,10.37,176,simulation_run_s159_20260411_162626.xlsx,10.094999999999999,0.049999999999998934
200,2401,CRZY,SELL,66000,10.01,230,simulation_run_s159_20260411_162626.xlsx,9.785,0.030000000000001137
258,3201,TAME,BUY,74000,25.62,288,simulation_run_s159_20260411_162626.xlsx,25.869999999999997,0.019999999999999574
29,1,CRZY,SELL,74000,10.55,59,simulation_run_s159_20260414_084904.xlsx,10.295,0.030000000000001137
84,801,TAME,SELL,67000,25.78,114,simulation_run_s159_20260414_084904.xlsx,25.695,0.00999999999999801
145,1601,CRZY,SELL,73000,10.67,175,simulation_run_s159_20260414_084904.xlsx,10.365,0.030000000000001137
207,2401,TAME,BUY,65000,25.61,237,simulation_run_s159_20260414_084904.xlsx,25.814999999999998,0.010000000000001563
256,3201,TAME,BUY,71000,25.79,286,simulation_run_s159_20260414_084904.xlsx,25.895,0.030000000000001137
27,1,TAME,BUY,67000,25.32,57,simulation_run_s159_20260415_200710.xlsx,25.47,0.120000000000001
85,801,CRZY,SELL,66000,10.39,115,simulation_run_s159_20260415_200710.xlsx,10.235,0.009999999999999787
142,1601,CRZY,SELL,67000,10.26,172,simulation_run_s159_20260415_200710.xlsx,10.015,0.02999999999999936
201,2401,TAME,SELL,75000,26.09,231,simulation_run_s159_20260415_200710.xlsx,25.875,0.00999999999999801
269,3201,TAME,SELL,70000,25.83,299,simulation_run_s159_20260415_200710.xlsx,25.615000000000002,0.05000000000000071
16,1,TAME,BUY,73000,24.84,46,simulation_run_s159_20260418_055051.xlsx,25.085,0.010000000000001563
77,801,CRZY,SELL,72000,9.83,107,simulation_run_s159_20260418_055051.xlsx,9.684999999999999,0.009999999999999787
139,1601,TAME,SELL,67000,25.46,169,simulation_run_s159_20260418_055051.xlsx,25.28,0.14000000000000057
199,2401,TAME,SELL,65000,26.08,229,simulation_run_s159_20260418_055051.xlsx,25.884999999999998,0.029999999999997584
258,3201,CRZY,BUY,66000,9.57,288,simulation_run_s159_20260418_055051.xlsx,9.795,0.030000000000001137
21,1,TAME,BUY,73000,24.77,51,simulation_run_s159_20260423_075148.xlsx,25.055,0.00999999999999801
87,801,CRZY,BUY,65000,9.8,117,simulation_run_s159_20260423_075148.xlsx,9.915,0.02999999999999936
141,1601,TAME,BUY,69000,24.83,171,simulation_run_s159_20260423_075148.xlsx,25.03,0.019999999999999574
202,2401,TAME,BUY,66000,24.85,232,simulation_run_s159_20260423_075148.xlsx,25.055,0.00999999999999801
264,3201,CRZY,BUY,65000,9.65,294,simulation_run_s159_20260423_075148.xlsx,9.875,0.030000000000001137
21,81,CRZY,BUY,74000,9.87,51,simulation_run_s15_20260402_024110.xlsx,10.055,0.030000000000001137
85,881,TAME,SELL,71000,25.59,115,simulation_run_s15_20260402_024110.xlsx,25.335,0.010000000000001563
141,1681,CRZY,BUY,66000,9.79,171,simulation_run_s15_20260402_024110.xlsx,10.01,0.019999999999999574
209,2481,TAME,SELL,71000,24.71,239,simulation_run_s15_20260402_024110.xlsx,24.42,0.05999999999999872
259,3281,CRZY,BUY,71000,10.06,289,simulation_run_s15_20260402_024110.xlsx,10.245000000000001,0.009999999999999787
22,81,CRZY,SELL,67000,10.08,52,simulation_run_s15_20260402_051207.xlsx,9.85,0.019999999999999574
81,881,TAME,BUY,70000,24.93,111,simulation_run_s15_20260402_051207.xlsx,25.165,0.010000000000001563
147,1681,TAME,BUY,69000,24.69,177,simulation_run_s15_20260402_051207.xlsx,24.935000000000002,0.010000000000001563
206,2481,CRZY,BUY,74000,9.62,236,simulation_run_s15_20260402_051207.xlsx,9.795,0.010000000000001563
260,3281,CRZY,BUY,69000,9.88,290,simulation_run_s15_20260402_051207.xlsx,9.965,0.030000000000001137
17,81,CRZY,BUY,69000,9.71,47,simulation_run_s15_20260407_143810.xlsx,9.94,0.019999999999999574
89,881,CRZY,BUY,67000,9.93,119,simulation_run_s15_20260407_143810.xlsx,10.05,0.02000000000000135
146,1681,TAME,BUY,73000,24.31,176,simulation_run_s15_20260407_143810.xlsx,24.475,0.010000000000001563
195,2481,CRZY,BUY,65000,10.5,225,simulation_run_s15_20260407_143810.xlsx,10.705,0.010000000000001563
255,3281,CRZY,BUY,69000,10.93,285,simulation_run_s15_20260407_143810.xlsx,11.129999999999999,0.02000000000000135
25,81,CRZY,BUY,74000,9.87,55,simulation_run_s15_20260408_123420.xlsx,10.1,0.019999999999999574
84,881,TAME,SELL,70000,24.29,113,simulation_run_s15_20260408_123420.xlsx,24.245,0.07000000000000028
146,1681,TAME,SELL,68000,24.88,176,simulation_run_s15_20260408_123420.xlsx,24.6,0.120000000000001
206,2481,CRZY,BUY,66000,10.89,236,simulation_run_s15_20260408_123420.xlsx,11.01,0.05999999999999872
266,3281,CRZY,BUY,74000,10.89,296,simulation_run_s15_20260408_123420.xlsx,11.14,0.019999999999999574
19,81,TAME,BUY,66000,24.94,49,simulation_run_s15_20260408_161144.xlsx,25.060000000000002,0.05999999999999872
89,881,CRZY,SELL,71000,10.13,119,simulation_run_s15_20260408_161144.xlsx,9.969999999999999,0.040000000000000924
143,1681,CRZY,SELL,66000,10.15,173,simulation_run_s15_20260408_161144.xlsx,9.905000000000001,0.009999999999999787
196,2481,TAME,BUY,67000,25.11,226,simulation_run_s15_20260408_161144.xlsx,25.405,0.010000000000001563
268,3281,TAME,BUY,72000,25.11,298,simulation_run_s15_20260408_161144.xlsx,25.270000000000003,0.019999999999999574
26,81,CRZY,SELL,66000,10.18,56,simulation_run_s15_20260408_213150.xlsx,9.925,0.02999999999999936
82,881,TAME,BUY,71000,24.32,112,simulation_run_s15_20260408_213150.xlsx,24.555,0.04999999999999716
138,1681,CRZY,SELL,70000,10.53,168,simulation_run_s15_20260408_213150.xlsx,10.36,0.040000000000000924
200,2481,CRZY,SELL,69000,10.66,230,simulation_run_s15_20260408_213150.xlsx,10.425,0.009999999999999787
258,3281,TAME,SELL,67000,24.86,288,simulation_run_s15_20260408_213150.xlsx,24.8,0.03999999999999915
17,81,TAME,BUY,74000,24.76,47,simulation_run_s15_20260409_133216.xlsx,24.985,0.030000000000001137
82,881,CRZY,BUY,72000,9.91,112,simulation_run_s15_20260409_133216.xlsx,10.065000000000001,0.02999999999999936
143,1681,TAME,BUY,69000,24.92,173,simulation_run_s15_20260409_133216.xlsx,25.115000000000002,0.010000000000001563
208,2481,CRZY,BUY,72000,8.33,238,simulation_run_s15_20260409_133216.xlsx,8.55,0.02000000000000135
265,3281,CRZY,BUY,68000,8.33,295,simulation_run_s15_20260409_133216.xlsx,8.585,0.06999999999999851
21,81,CRZY,BUY,73000,9.8,51,simulation_run_s15_20260409_152703.xlsx,10.024999999999999,0.02999999999999936
79,881,TAME,SELL,70000,25.85,109,simulation_run_s15_20260409_152703.xlsx,25.54,0.120000000000001
141,1681,CRZY,BUY,68000,9.99,171,simulation_run_s15_20260409_152703.xlsx,10.195,0.009999999999999787
202,2481,TAME,SELL,71000,26.15,232,simulation_run_s15_20260409_152703.xlsx,25.955,0.05000000000000071
263,3281,CRZY,BUY,72000,9.86,293,simulation_run_s15_20260409_152703.xlsx,10.055,0.030000000000001137
25,1,TAME,BUY,65000,24.61,55,simulation_run_s15_20260411_014521.xlsx,24.855,0.030000000000001137
89,801,CRZY,SELL,75000,9.77,119,simulation_run_s15_20260411_014521.xlsx,9.715,0.009999999999999787
137,1601,CRZY,SELL,69000,10.29,167,simulation_run_s15_20260411_014521.xlsx,10.004999999999999,0.02999999999999936
207,2401,TAME,BUY,69000,23.86,237,simulation_run_s15_20260411_014521.xlsx,24.025,0.029999999999997584
265,3201,CRZY,BUY,66000,9.6,295,simulation_run_s15_20260411_014521.xlsx,9.85,0.019999999999999574
17,1,TAME,BUY,72000,24.86,47,simulation_run_s15_20260413_032021.xlsx,25.115000000000002,0.010000000000001563
79,801,CRZY,SELL,73000,10.45,109,simulation_run_s15_20260413_032021.xlsx,10.195,0.05000000000000071
138,1601,TAME,BUY,72000,26.2,168,simulation_run_s15_20260413_032021.xlsx,26.369999999999997,0.05999999999999872
201,2401,TAME,BUY,73000,25.87,231,simulation_run_s15_20260413_032021.xlsx,25.84,0.060000000000002274
265,3201,TAME,BUY,67000,24.9,295,simulation_run_s15_20260413_032021.xlsx,25.175,0.030000000000001137
21,1,CRZY,SELL,67000,10.19,51,simulation_run_s15_20260413_180740.xlsx,9.955,0.030000000000001137
82,801,TAME,SELL,67000,24.39,112,simulation_run_s15_20260413_180740.xlsx,24.200000000000003,0.019999999999999574
136,1601,TAME,SELL,73000,24.73,166,simulation_run_s15_20260413_180740.xlsx,24.555,0.08999999999999986
210,2401,CRZY,BUY,72000,9.43,240,simulation_run_s15_20260413_180740.xlsx,9.684999999999999,0.009999999999999787
268,3201,TAME,BUY,65000,24.11,297,simulation_run_s15_20260413_180740.xlsx,24.240000000000002,0.019999999999999574
25,1,CRZY,SELL,68000,10.21,55,simulation_run_s15_20260415_021256.xlsx,9.95,0.040000000000000924
81,801,TAME,SELL,69000,24.75,111,simulation_run_s15_20260415_021256.xlsx,24.630000000000003,0.019999999999999574
145,1601,CRZY,SELL,72000,10.06,175,simulation_run_s15_20260415_021256.xlsx,9.754999999999999,0.02999999999999936
197,2401,TAME,BUY,73000,24.43,227,simulation_run_s15_20260415_021256.xlsx,24.645,0.00999999999999801
268,3201,CRZY,BUY,69000,9.41,298,simulation_run_s15_20260415_021256.xlsx,9.54,0.02000000000000135
24,1,CRZY,SELL,69000,10.27,54,simulation_run_s15_20260415_053809.xlsx,10.015,0.009999999999999787
88,801,CRZY,SELL,65000,10.5,118,simulation_run_s15_20260415_053809.xlsx,10.29,0.02000000000000135
150,1601,TAME,SELL,68000,24.34,180,simulation_run_s15_20260415_053809.xlsx,24.185000000000002,0.029999999999997584
208,2401,CRZY,BUY,69000,10.61,238,simulation_run_s15_20260415_053809.xlsx,10.905000000000001,0.02999999999999936
269,3201,CRZY,BUY,65000,10.54,299,simulation_run_s15_20260415_053809.xlsx,10.684999999999999,0.02999999999999936
23,1,TAME,SELL,67000,25.31,53,simulation_run_s15_20260417_014105.xlsx,24.955,0.010000000000001563
80,801,CRZY,SELL,71000,10.36,110,simulation_run_s15_20260417_014105.xlsx,10.17,0.03999999999999915
147,1601,CRZY,SELL,67000,10.29,177,simulation_run_s15_20260417_014105.xlsx,10.045,0.010000000000001563
196,2401,TAME,SELL,71000,23.83,226,simulation_run_s15_20260417_014105.xlsx,23.765,0.08999999999999986
268,3201,TAME,SELL,71000,24.25,298,simulation_run_s15_20260417_014105.xlsx,24.015,0.030000000000001137
30,1,TAME,SELL,65000,25.39,60,simulation_run_s15_20260417_143934.xlsx,25.255000000000003,0.05000000000000071
88,801,TAME,SELL,71000,25.39,118,simulation_run_s15_20260417_143934.xlsx,25.255000000000003,0.010000000000001563
137,1601,CRZY,BUY,75000,9.66,167,simulation_run_s15_20260417_143934.xlsx,9.895,0.02999999999999936
204,2401,TAME,SELL,71000,24.16,234,simulation_run_s15_20260417_143934.xlsx,23.810000000000002,0.22000000000000242
268,3201,TAME,SELL,70000,23.84,298,simulation_run_s15_20260417_143934.xlsx,23.585,0.030000000000001137
24,1,TAME,SELL,68000,25.2,54,simulation_run_s15_20260419_182115.xlsx,24.994999999999997,0.010000000000001563
79,801,CRZY,BUY,74000,10.22,109,simulation_run_s15_20260419_182115.xlsx,10.35,0.03999999999999915
143,1601,CRZY,BUY,71000,11.02,173,simulation_run_s15_20260419_182115.xlsx,11.26,0.019999999999999574
202,2401,TAME,BUY,74000,26.24,232,simulation_run_s15_20260419_182115.xlsx,26.29,0.0799999999999983
268,3201,TAME,BUY,75000,25.64,298,simulation_run_s15_20260419_182115.xlsx,25.75,0.020000000000003126
23,1,CRZY,BUY,70000,9.98,53,simulation_run_s15_20260419_214029.xlsx,10.195,0.009999999999999787
84,801,TAME,SELL,65000,25.16,114,simulation_run_s15_20260419_214029.xlsx,25.005000000000003,0.010000000000001563
145,1601,CRZY,SELL,69000,10.45,175,simulation_run_s15_20260419_214029.xlsx,10.21,0.02000000000000135
206,2401,CRZY,SELL,73000,10.01,236,simulation_run_s15_20260419_214029.xlsx,9.795,0.010000000000001563
258,3201,TAME,SELL,67000,24.05,288,simulation_run_s15_20260419_214029.xlsx,23.875,0.04999999999999716
16,1,TAME,BUY,69000,24.64,46,simulation_run_s15_20260420_174110.xlsx,24.8,0.03999999999999915
80,801,CRZY,SELL,75000,10.26,110,simulation_run_s15_20260420_174110.xlsx,10.085,0.009999999999999787
148,1601,CRZY,SELL,72000,10.56,178,simulation_run_s15_20260420_174110.xlsx,10.335,0.06999999999999851
208,2401,TAME,BUY,73000,23.77,238,simulation_run_s15_20260420_174110.xlsx,24.08,0.0400000000000027
262,3201,CRZY,BUY,68000,10.18,292,simulation_run_s15_20260420_174110.xlsx,10.325,0.009999999999999787
21,1,CRZY,SELL,74000,10.38,51,simulation_run_s15_20260421_125320.xlsx,10.145,0.05000000000000071
77,801,TAME,BUY,74000,25.54,107,simulation_run_s15_20260421_125320.xlsx,25.759999999999998,0.05999999999999872
147,1601,CRZY,BUY,66000,10.0,177,simulation_run_s15_20260421_125320.xlsx,10.275,0.07000000000000028
196,2401,TAME,BUY,65000,25.24,226,simulation_run_s15_20260421_125320.xlsx,25.405,0.010000000000001563
257,3201,TAME,BUY,73000,24.76,288,simulation_run_s15_20260421_125320.xlsx,24.865000000000002,0.010000000000001563
28,1,CRZY,BUY,67000,9.52,58,simulation_run_s15_20260422_034706.xlsx,9.735,0.02999999999999936
89,801,TAME,SELL,72000,25.45,119,simulation_run_s15_20260422_034706.xlsx,25.43,0.3200000000000003
141,1601,TAME,SELL,69000,26.58,171,simulation_run_s15_20260422_034706.xlsx,26.275,0.029999999999997584
208,2401,CRZY,BUY,71000,8.93,238,simulation_run_s15_20260422_034706.xlsx,9.09,0.019999999999999574
259,3201,CRZY,BUY,68000,8.83,289,simulation_run_s15_20260422_034706.xlsx,9.125,0.07000000000000028
25,1,CRZY,BUY,68000,9.82,55,simulation_run_s15_20260422_172202.xlsx,10.045,0.010000000000001563
86,801,TAME,SELL,67000,25.08,116,simulation_run_s15_20260422_172202.xlsx,24.9,0.0400000000000027
148,1601,CRZY,SELL,67000,10.55,178,simulation_run_s15_20260422_172202.xlsx,10.275,0.05000000000000071
203,2401,CRZY,SELL,69000,10.62,233,simulation_run_s15_20260422_172202.xlsx,10.395,0.009999999999999787
265,3201,CRZY,SELL,72000,10.36,295,simulation_run_s15_20260422_172202.xlsx,10.184999999999999,0.009999999999999787
30,1,TAME,SELL,71000,25.34,60,simulation_run_s160_20260411_163227.xlsx,25.134999999999998,0.010000000000001563
77,801,CRZY,BUY,68000,10.31,107,simulation_run_s160_20260411_163227.xlsx,10.57,0.03999999999999915
145,1601,CRZY,BUY,69000,10.69,175,simulation_run_s160_20260411_163227.xlsx,10.925,0.02999999999999936
210,2401,CRZY,BUY,69000,11.2,240,simulation_run_s160_20260411_163227.xlsx,11.395,0.02999999999999936
260,3201,TAME,BUY,73000,25.44,290,simulation_run_s160_20260411_163227.xlsx,25.560000000000002,0.019999999999999574
17,1,TAME,BUY,72000,24.69,47,simulation_run_s160_20260414_085506.xlsx,24.92,0.0400000000000027
85,801,CRZY,SELL,71000,10.23,115,simulation_run_s160_20260414_085506.xlsx,10.065000000000001,0.009999999999999787
139,1601,TAME,SELL,73000,25.3,169,simulation_run_s160_20260414_085506.xlsx,25.064999999999998,0.010000000000001563
196,2401,CRZY,SELL,68000,10.95,226,simulation_run_s160_20260414_085506.xlsx,10.71,0.040000000000000924
259,3201,TAME,SELL,73000,25.38,290,simulation_run_s160_20260414_085506.xlsx,25.189999999999998,0.019999999999999574
17,1,TAME,SELL,69000,24.79,47,simulation_run_s160_20260415_201313.xlsx,24.75,0.020000000000003126
87,801,CRZY,BUY,65000,9.42,117,simulation_run_s160_20260415_201313.xlsx,9.635,0.05000000000000071
145,1601,CRZY,BUY,68000,9.4,175,simulation_run_s160_20260415_201313.xlsx,9.754999999999999,0.02999999999999936
199,2401,CRZY,BUY,72000,9.92,229,simulation_run_s160_20260415_201313.xlsx,10.129999999999999,0.040000000000000924
264,3201,TAME,SELL,72000,25.67,294,simulation_run_s160_20260415_201313.xlsx,25.490000000000002,0.019999999999999574
25,1,CRZY,SELL,73000,10.27,55,simulation_run_s160_20260418_055653.xlsx,9.934999999999999,0.02999999999999936
86,801,CRZY,SELL,73000,10.07,116,simulation_run_s160_20260418_055653.xlsx,9.915,0.049999999999998934
146,1601,TAME,SELL,75000,24.97,176,simulation_run_s160_20260418_055653.xlsx,24.725,0.010000000000001563
196,2401,TAME,SELL,69000,24.37,226,simulation_run_s160_20260418_055653.xlsx,24.384999999999998,0.029999999999997584
264,3201,TAME,SELL,73000,25.06,294,simulation_run_s160_20260418_055653.xlsx,24.799999999999997,0.019999999999999574
21,1,TAME,BUY,73000,25.04,51,simulation_run_s160_20260423_075751.xlsx,25.195,0.00999999999999801
82,801,CRZY,SELL,70000,9.91,112,simulation_run_s160_20260423_075751.xlsx,9.844999999999999,0.009999999999999787
147,1601,TAME,SELL,70000,25.69,177,simulation_run_s160_20260423_075751.xlsx,25.4,0.05999999999999872
196,2401,CRZY,BUY,69000,9.76,226,simulation_run_s160_20260423_075751.xlsx,9.91,0.019999999999999574
259,3201,TAME,BUY,74000,25.43,289,simulation_run_s160_20260423_075751.xlsx,25.67,0.0400000000000027
20,1,TAME,BUY,74000,24.73,50,simulation_run_s161_20260411_163829.xlsx,24.935000000000002,0.010000000000001563
84,801,CRZY,SELL,72000,10.1,114,simulation_run_s161_20260411_163829.xlsx,9.84,0.019999999999999574
148,1601,TAME,BUY,70000,24.46,178,simulation_run_s161_20260411_163829.xlsx,24.685000000000002,0.029999999999997584
205,2401,CRZY,SELL,65000,10.1,235,simulation_run_s161_20260411_163829.xlsx,9.95,0.02000000000000135
259,3201,TAME,BUY,74000,24.27,289,simulation_run_s161_20260411_163829.xlsx,24.439999999999998,0.019999999999999574
22,1,CRZY,BUY,66000,9.74,52,simulation_run_s161_20260414_090108.xlsx,9.965,0.030000000000001137
76,801,TAME,SELL,71000,24.59,106,simulation_run_s161_20260414_090108.xlsx,24.335,0.010000000000001563
150,1601,CRZY,SELL,74000,9.98,180,simulation_run_s161_20260414_090108.xlsx,9.945,0.009999999999999787
204,2401,CRZY,SELL,71000,10.47,234,simulation_run_s161_20260414_090108.xlsx,10.184999999999999,0.009999999999999787
263,3201,TAME,SELL,72000,23.88,294,simulation_run_s161_20260414_090108.xlsx,23.715,0.04999999999999716
29,1,CRZY,SELL,73000,10.17,59,simulation_run_s161_20260415_201915.xlsx,10.075,0.009999999999999787
82,801,TAME,SELL,71000,25.74,112,simulation_run_s161_20260415_201915.xlsx,25.61,0.019999999999999574
144,1601,CRZY,BUY,71000,10.21,174,simulation_run_s161_20260415_201915.xlsx,10.469999999999999,0.040000000000000924
198,2401,TAME,SELL,68000,26.95,228,simulation_run_s161_20260415_201915.xlsx,26.71,0.120000000000001
268,3201,TAME,SELL,72000,27.59,299,simulation_run_s161_20260415_201915.xlsx,27.39,0.0799999999999983
28,1,CRZY,BUY,75000,9.73,58,simulation_run_s161_20260418_060254.xlsx,9.965,0.009999999999999787
82,801,TAME,SELL,72000,25.17,112,simulation_run_s161_20260418_060254.xlsx,25.1,0.019999999999999574
136,1601,TAME,SELL,75000,25.35,166,simulation_run_s161_20260418_060254.xlsx,25.08,0.0400000000000027
202,2401,CRZY,BUY,72000,9.62,232,simulation_run_s161_20260418_060254.xlsx,9.745000000000001,0.02999999999999936
265,3201,CRZY,BUY,74000,9.49,295,simulation_run_s161_20260418_060254.xlsx,9.754999999999999,0.009999999999999787
27,1,TAME,BUY,67000,24.96,57,simulation_run_s161_20260423_080353.xlsx,25.075000000000003,0.05000000000000071
88,801,CRZY,SELL,71000,9.99,118,simulation_run_s161_20260423_080353.xlsx,9.805,0.009999999999999787
148,1601,CRZY,SELL,70000,10.33,178,simulation_run_s161_20260423_080353.xlsx,10.08,0.019999999999999574
206,2401,TAME,BUY,73000,25.22,236,simulation_run_s161_20260423_080353.xlsx,25.485,0.05000000000000071
