Tick,Tender ID,Ticker,Action,Quantity,Price,Expires,source_file,mid_at_tick,spread_top_at_tick
26,1,CRZY,SELL,66000,10.0,56,simulation_run_s14_20260420_173508.xlsx,9.92,0.05999999999999872
80,801,CRZY,SELL,74000,9.7,110,simulation_run_s14_20260420_173508.xlsx,9.58,0.03999999999999915
148,1601,TAME,BUY,68000,25.59,178,simulation_run_s14_20260420_173508.xlsx,25.86,0.019999999999999574
196,2401,CRZY,SELL,65000,9.7,226,simulation_run_s14_20260420_173508.xlsx,9.485,0.02999999999999936
267,3201,CRZY,SELL,71000,9.64,297,simulation_run_s14_20260420_173508.xlsx,9.395,0.02999999999999936
27,1,TAME,SELL,66000,25.17,57,simulation_run_s14_20260422_034104.xlsx,24.939999999999998,0.08000000000000185
81,801,CRZY,BUY,70000,9.84,111,simulation_run_s14_20260422_034104.xlsx,10.14,0.040000000000000924
145,1601,CRZY,BUY,67000,10.21,175,simulation_run_s14_20260422_034104.xlsx,10.375,0.010000000000001563
198,2401,TAME,SELL,71000,25.07,228,simulation_run_s14_20260422_034104.xlsx,25.045,0.010000000000001563
262,3201,TAME,SELL,66000,25.07,292,simulation_run_s14_20260422_034104.xlsx,24.785,0.030000000000001137
30,1,TAME,BUY,73000,24.69,60,simulation_run_s14_20260421_124718.xlsx,24.884999999999998,0.08999999999999986
82,801,CRZY,SELL,74000,10.31,111,simulation_run_s14_20260421_124718.xlsx,10.219999999999999,0.0600000000000005
149,1601,CRZY,SELL,69000,10.94,179,simulation_run_s14_20260421_124718.xlsx,10.645,0.05000000000000071
206,2401,TAME,BUY,67000,25.17,236,simulation_run_s14_20260421_124718.xlsx,25.314999999999998,0.010000000000001563
255,3201,CRZY,BUY,73000,10.16,285,simulation_run_s14_20260421_124718.xlsx,10.445,0.05000000000000071
24,1,CRZY,SELL,69000,10.25,54,simulation_run_s14_20260422_171600.xlsx,10.205,0.010000000000001563
80,801,TAME,BUY,69000,25.37,110,simulation_run_s14_20260422_171600.xlsx,25.54,0.03999999999999915
146,1601,TAME,BUY,67000,25.58,176,simulation_run_s14_20260422_171600.xlsx,25.935000000000002,0.029999999999997584
201,2401,CRZY,BUY,67000,10.02,231,simulation_run_s14_20260422_171600.xlsx,10.26,0.05999999999999872
264,3201,TAME,SELL,72000,25.84,294,simulation_run_s14_20260422_171600.xlsx,25.64,0.019999999999999574
25,81,TAME,SELL,67000,25.1,55,simulation_run_s150_20260409_110719.xlsx,24.925,0.030000000000001137
78,881,CRZY,BUY,72000,9.79,108,simulation_run_s150_20260409_110719.xlsx,10.105,0.02999999999999936
145,1681,TAME,BUY,69000,23.44,175,simulation_run_s150_20260409_110719.xlsx,23.65,0.019999999999999574
206,2481,CRZY,SELL,73000,10.0,236,simulation_run_s150_20260409_110719.xlsx,9.955,0.030000000000001137
269,3281,TAME,SELL,75000,23.78,299,simulation_run_s150_20260409_110719.xlsx,23.485,0.00999999999999801
21,1,CRZY,SELL,70000,9.98,51,simulation_run_s150_20260411_153207.xlsx,9.879999999999999,0.02000000000000135
78,801,TAME,SELL,71000,24.82,108,simulation_run_s150_20260411_153207.xlsx,24.695,0.030000000000001137
146,1601,CRZY,BUY,71000,9.43,176,simulation_run_s150_20260411_153207.xlsx,9.715,0.009999999999999787
201,2401,TAME,SELL,74000,25.6,231,simulation_run_s150_20260411_153207.xlsx,25.380000000000003,0.019999999999999574
262,3201,CRZY,SELL,70000,10.25,292,simulation_run_s150_20260411_153207.xlsx,10.024999999999999,0.02999999999999936
19,1,CRZY,SELL,72000,10.08,49,simulation_run_s150_20260414_075445.xlsx,9.98,0.019999999999999574
86,801,TAME,SELL,69000,25.83,116,simulation_run_s150_20260414_075445.xlsx,25.73,0.0799999999999983
138,1601,CRZY,BUY,67000,9.22,168,simulation_run_s150_20260414_075445.xlsx,9.485,0.049999999999998934
201,2401,TAME,SELL,75000,26.65,231,simulation_run_s150_20260414_075445.xlsx,26.490000000000002,0.05999999999999872
263,3201,TAME,SELL,70000,26.93,293,simulation_run_s150_20260414_075445.xlsx,26.65,0.09999999999999787
25,1,CRZY,SELL,73000,10.21,55,simulation_run_s150_20260415_191251.xlsx,10.07,0.0600000000000005
80,801,CRZY,SELL,68000,10.04,110,simulation_run_s150_20260415_191251.xlsx,9.905000000000001,0.009999999999999787
139,1601,TAME,BUY,69000,24.46,169,simulation_run_s150_20260415_191251.xlsx,24.729999999999997,0.019999999999999574
203,2401,CRZY,SELL,73000,10.19,233,simulation_run_s150_20260415_191251.xlsx,9.955,0.010000000000001563
256,3201,TAME,SELL,66000,25.46,286,simulation_run_s150_20260415_191251.xlsx,25.255000000000003,0.010000000000001563
23,1,CRZY,BUY,75000,9.77,53,simulation_run_s150_20260418_045632.xlsx,10.02,0.019999999999999574
79,801,TAME,SELL,72000,24.36,109,simulation_run_s150_20260418_045632.xlsx,24.07,0.060000000000002274
136,1601,TAME,SELL,73000,24.23,166,simulation_run_s150_20260418_045632.xlsx,24.185000000000002,0.029999999999997584
207,2401,TAME,SELL,70000,24.21,237,simulation_run_s150_20260418_045632.xlsx,23.925,0.00999999999999801
267,3201,TAME,SELL,71000,22.86,297,simulation_run_s150_20260418_045632.xlsx,22.645000000000003,0.05000000000000071
23,1,CRZY,BUY,73000,9.76,53,simulation_run_s150_20260423_065729.xlsx,10.004999999999999,0.009999999999999787
76,801,CRZY,BUY,74000,9.97,106,simulation_run_s150_20260423_065729.xlsx,10.094999999999999,0.009999999999999787
147,1601,TAME,BUY,66000,24.59,177,simulation_run_s150_20260423_065729.xlsx,24.79,0.019999999999999574
195,2401,CRZY,BUY,69000,10.31,225,simulation_run_s150_20260423_065729.xlsx,10.54,0.040000000000000924
267,3201,TAME,BUY,70000,22.97,297,simulation_run_s150_20260423_065729.xlsx,23.155,0.010000000000001563
29,81,CRZY,BUY,66000,9.54,59,simulation_run_s151_20260409_111320.xlsx,9.835,0.009999999999999787
79,881,TAME,SELL,70000,24.45,109,simulation_run_s151_20260409_111320.xlsx,24.2,0.03999999999999915
146,1681,CRZY,SELL,71000,9.6,176,simulation_run_s151_20260409_111320.xlsx,9.45,0.02000000000000135
208,2481,CRZY,SELL,66000,9.59,238,simulation_run_s151_20260409_111320.xlsx,9.365,0.030000000000001137
262,3281,TAME,BUY,71000,26.44,292,simulation_run_s151_20260409_111320.xlsx,26.71,0.019999999999999574
20,1,CRZY,BUY,68000,9.78,50,simulation_run_s151_20260411_153809.xlsx,9.934999999999999,0.009999999999999787
75,801,TAME,SELL,65000,25.7,105,simulation_run_s151_20260411_153809.xlsx,25.6,0.08000000000000185
141,1601,CRZY,SELL,71000,10.51,171,simulation_run_s151_20260411_153809.xlsx,10.17,0.03999999999999915
203,2401,TAME,BUY,70000,26.81,233,simulation_run_s151_20260411_153809.xlsx,26.85,0.0400000000000027
258,3201,CRZY,BUY,68000,9.78,288,simulation_run_s151_20260411_153809.xlsx,10.035,0.009999999999999787
16,1,CRZY,BUY,72000,9.86,46,simulation_run_s151_20260414_080048.xlsx,9.955,0.010000000000001563
79,801,TAME,SELL,73000,25.34,109,simulation_run_s151_20260414_080048.xlsx,25.15,0.019999999999999574
137,1601,CRZY,SELL,74000,10.91,167,simulation_run_s151_20260414_080048.xlsx,10.66,0.019999999999999574
209,2401,TAME,BUY,69000,25.06,239,simulation_run_s151_20260414_080048.xlsx,25.335,0.030000000000001137
263,3201,CRZY,BUY,75000,10.5,293,simulation_run_s151_20260414_080048.xlsx,10.64,0.019999999999999574
22,1,TAME,BUY,68000,24.63,52,simulation_run_s151_20260415_191853.xlsx,24.915,0.010000000000001563
78,801,TAME,BUY,67000,24.61,108,simulation_run_s151_20260415_191853.xlsx,24.725,0.029999999999997584
138,1601,TAME,BUY,74000,24.96,168,simulation_run_s151_20260415_191853.xlsx,25.145,0.00999999999999801
203,2401,TAME,BUY,66000,25.03,233,simulation_run_s151_20260415_191853.xlsx,25.275,0.07000000000000028
260,3201,CRZY,BUY,74000,10.05,290,simulation_run_s151_20260415_191853.xlsx,10.235,0.049999999999998934
16,1,TAME,SELL,73000,25.1,47,simulation_run_s151_20260418_050234.xlsx,24.93,0.03999999999999915
83,801,CRZY,BUY,67000,9.25,113,simulation_run_s151_20260418_050234.xlsx,9.605,0.05000000000000071
148,1601,TAME,BUY,73000,24.5,178,simulation_run_s151_20260418_050234.xlsx,24.675,0.030000000000001137
197,2401,CRZY,SELL,71000,9.35,227,simulation_run_s151_20260418_050234.xlsx,9.31,0.019999999999999574
266,3201,TAME,SELL,71000,23.87,296,simulation_run_s151_20260418_050234.xlsx,23.56,0.03999999999999915
30,1,CRZY,SELL,68000,10.73,60,simulation_run_s151_20260423_070331.xlsx,10.495000000000001,0.06999999999999851
83,801,TAME,BUY,67000,24.72,113,simulation_run_s151_20260423_070331.xlsx,24.939999999999998,0.019999999999999574
135,1601,CRZY,SELL,72000,10.32,165,simulation_run_s151_20260423_070331.xlsx,10.135000000000002,0.009999999999999787
199,2401,TAME,SELL,74000,23.82,229,simulation_run_s151_20260423_070331.xlsx,23.57,0.03999999999999915
269,3201,CRZY,SELL,72000,10.44,299,simulation_run_s151_20260423_070331.xlsx,10.33,0.03999999999999915
23,1,CRZY,SELL,69000,10.29,53,simulation_run_s152_20260411_154412.xlsx,10.09,0.019999999999999574
75,801,TAME,BUY,69000,24.66,105,simulation_run_s152_20260411_154412.xlsx,24.979999999999997,0.019999999999999574
149,1601,TAME,BUY,67000,24.18,179,simulation_run_s152_20260411_154412.xlsx,24.29,0.05999999999999872
203,2401,CRZY,SELL,66000,10.35,233,simulation_run_s152_20260411_154412.xlsx,10.3,0.040000000000000924
266,3201,TAME,SELL,70000,25.26,296,simulation_run_s152_20260411_154412.xlsx,24.96,0.019999999999999574
27,1,TAME,BUY,71000,25.16,57,simulation_run_s152_20260414_080650.xlsx,25.39,0.019999999999999574
82,801,CRZY,SELL,69000,9.69,112,simulation_run_s152_20260414_080650.xlsx,9.61,0.019999999999999574
138,1601,TAME,SELL,74000,25.74,168,simulation_run_s152_20260414_080650.xlsx,25.435000000000002,0.010000000000001563
204,2401,CRZY,BUY,68000,9.06,234,simulation_run_s152_20260414_080650.xlsx,9.23,0.03999999999999915
257,3201,CRZY,BUY,67000,8.92,287,simulation_run_s152_20260414_080650.xlsx,9.17,0.03999999999999915
22,1,CRZY,BUY,67000,9.61,52,simulation_run_s152_20260415_192455.xlsx,9.915,0.049999999999998934
87,801,TAME,SELL,72000,24.2,117,simulation_run_s152_20260415_192455.xlsx,24.06,0.03999999999999915
148,1601,TAME,SELL,72000,24.18,178,simulation_run_s152_20260415_192455.xlsx,24.07,0.019999999999999574
198,2401,TAME,SELL,66000,23.9,228,simulation_run_s152_20260415_192455.xlsx,23.685000000000002,0.010000000000001563
268,3201,CRZY,BUY,71000,10.11,298,simulation_run_s152_20260415_192455.xlsx,10.325,0.049999999999998934
26,1,CRZY,SELL,69000,10.18,56,simulation_run_s152_20260418_050836.xlsx,9.855,0.05000000000000071
85,801,CRZY,SELL,66000,9.7,115,simulation_run_s152_20260418_050836.xlsx,9.66,0.019999999999999574
142,1601,CRZY,SELL,68000,9.76,172,simulation_run_s152_20260418_050836.xlsx,9.455,0.030000000000001137
204,2401,TAME,BUY,71000,22.57,234,simulation_run_s152_20260418_050836.xlsx,22.814999999999998,0.029999999999997584
269,3201,CRZY,BUY,69000,8.82,299,simulation_run_s152_20260418_050836.xlsx,8.934999999999999,0.009999999999999787
18,1,TAME,SELL,73000,25.27,48,simulation_run_s152_20260423_070933.xlsx,24.990000000000002,0.0400000000000027
82,801,CRZY,BUY,71000,9.27,112,simulation_run_s152_20260423_070933.xlsx,9.515,0.009999999999999787
137,1601,CRZY,BUY,72000,9.1,168,simulation_run_s152_20260423_070933.xlsx,9.215,0.009999999999999787
205,2401,TAME,BUY,72000,21.49,234,simulation_run_s152_20260423_070933.xlsx,21.61,0.060000000000002274
269,3201,CRZY,SELL,71000,9.64,299,simulation_run_s152_20260423_070933.xlsx,9.455,0.010000000000001563
16,1,CRZY,SELL,70000,10.18,46,simulation_run_s153_20260414_081252.xlsx,9.995000000000001,0.009999999999999787
75,801,TAME,BUY,73000,25.13,105,simulation_run_s153_20260414_081252.xlsx,25.445,0.030000000000001137
148,1601,CRZY,BUY,65000,9.6,178,simulation_run_s153_20260414_081252.xlsx,9.765,0.02999999999999936
196,2401,TAME,SELL,72000,26.94,226,simulation_run_s153_20260414_081252.xlsx,26.975,0.010000000000001563
268,3201,TAME,SELL,72000,28.7,298,simulation_run_s153_20260414_081252.xlsx,28.415,0.05000000000000071
26,1,TAME,BUY,72000,24.74,56,simulation_run_s153_20260411_155013.xlsx,25.02,0.03999999999999915
89,801,CRZY,SELL,66000,9.52,119,simulation_run_s153_20260411_155013.xlsx,9.434999999999999,0.009999999999999787
143,1601,TAME,SELL,71000,25.45,173,simulation_run_s153_20260411_155013.xlsx,25.1,0.0400000000000027
202,2401,CRZY,BUY,65000,9.66,232,simulation_run_s153_20260411_155013.xlsx,9.815000000000001,0.009999999999999787
267,3201,CRZY,BUY,71000,9.26,297,simulation_run_s153_20260411_155013.xlsx,9.524999999999999,0.009999999999999787
24,1,TAME,SELL,65000,25.22,54,simulation_run_s153_20260415_193058.xlsx,25.08,0.019999999999999574
85,801,CRZY,SELL,70000,9.66,115,simulation_run_s153_20260415_193058.xlsx,9.465,0.030000000000001137
141,1601,TAME,SELL,65000,25.33,171,simulation_run_s153_20260415_193058.xlsx,25.085,0.010000000000001563
207,2401,TAME,SELL,71000,25.27,237,simulation_run_s153_20260415_193058.xlsx,25.04,0.019999999999999574
262,3201,CRZY,BUY,74000,10.15,292,simulation_run_s153_20260415_193058.xlsx,10.34,0.019999999999999574
22,1,TAME,BUY,69000,24.82,51,simulation_run_s153_20260418_051438.xlsx,24.895,0.00999999999999801
87,801,CRZY,SELL,66000,10.16,117,simulation_run_s153_20260418_051438.xlsx,9.99,0.019999999999999574
145,1601,TAME,SELL,68000,25.22,175,simulation_run_s153_20260418_051438.xlsx,24.975,0.010000000000001563
203,2401,CRZY,BUY,68000,9.24,233,simulation_run_s153_20260418_051438.xlsx,9.535,0.009999999999999787
265,3201,CRZY,BUY,69000,9.63,295,simulation_run_s153_20260418_051438.xlsx,9.785,0.009999999999999787
19,1,TAME,SELL,74000,25.28,48,simulation_run_s154_20260411_155616.xlsx,24.939999999999998,0.019999999999999574
83,801,CRZY,SELL,68000,9.99,113,simulation_run_s154_20260411_155616.xlsx,9.855,0.009999999999999787
143,1601,CRZY,SELL,72000,10.42,173,simulation_run_s154_20260411_155616.xlsx,10.205,0.07000000000000028
202,2401,CRZY,SELL,72000,10.03,232,simulation_run_s154_20260411_155616.xlsx,10.02,0.019999999999999574
267,3201,TAME,SELL,71000,24.32,297,simulation_run_s154_20260411_155616.xlsx,24.04,0.019999999999999574
30,1,CRZY,BUY,66000,9.82,60,simulation_run_s153_20260423_071536.xlsx,10.055,0.009999999999999787
80,801,TAME,SELL,69000,25.4,110,simulation_run_s153_20260423_071536.xlsx,25.125,0.030000000000001137
137,1601,CRZY,SELL,74000,10.02,167,simulation_run_s153_20260423_071536.xlsx,9.985,0.009999999999999787
198,2401,CRZY,SELL,66000,10.62,228,simulation_run_s153_20260423_071536.xlsx,10.35,0.019999999999999574
263,3201,TAME,SELL,69000,23.55,293,simulation_run_s153_20260423_071536.xlsx,23.365000000000002,0.010000000000001563
27,1,CRZY,BUY,72000,9.76,57,simulation_run_s154_20260414_081854.xlsx,10.045,0.010000000000001563
84,801,TAME,SELL,65000,25.1,114,simulation_run_s154_20260414_081854.xlsx,24.86,0.019999999999999574
150,1601,CRZY,BUY,72000,10.75,180,simulation_run_s154_20260414_081854.xlsx,10.94,0.019999999999999574
197,2401,CRZY,BUY,72000,11.25,227,simulation_run_s154_20260414_081854.xlsx,11.25,0.03999999999999915
256,3201,TAME,BUY,67000,24.59,286,simulation_run_s154_20260414_081854.xlsx,24.835,0.010000000000001563
26,1,TAME,SELL,74000,25.06,56,simulation_run_s154_20260415_193701.xlsx,25.005,0.030000000000001137
78,801,TAME,SELL,69000,24.73,108,simulation_run_s154_20260415_193701.xlsx,24.59,0.03999999999999915
144,1601,CRZY,BUY,66000,8.82,174,simulation_run_s154_20260415_193701.xlsx,9.065000000000001,0.13000000000000078
207,2401,TAME,SELL,68000,25.05,237,simulation_run_s154_20260415_193701.xlsx,24.845,0.010000000000001563
260,3201,TAME,SELL,74000,25.09,290,simulation_run_s154_20260415_193701.xlsx,24.85,0.019999999999999574
29,1,TAME,BUY,66000,24.93,59,simulation_run_s154_20260418_052041.xlsx,25.11,0.03999999999999915
76,801,CRZY,SELL,73000,10.06,106,simulation_run_s154_20260418_052041.xlsx,9.805,0.009999999999999787
147,1601,TAME,BUY,66000,24.96,177,simulation_run_s154_20260418_052041.xlsx,25.16,0.020000000000003126
200,2401,CRZY,SELL,75000,11.07,230,simulation_run_s154_20260418_052041.xlsx,10.89,0.040000000000000924
258,3201,TAME,BUY,70000,24.88,288,simulation_run_s154_20260418_052041.xlsx,25.045,0.010000000000001563
30,1,CRZY,SELL,69000,10.69,60,simulation_run_s154_20260423_072138.xlsx,10.32,0.03999999999999915
76,801,TAME,SELL,74000,25.05,106,simulation_run_s154_20260423_072138.xlsx,24.93,0.019999999999999574
139,1601,TAME,SELL,69000,25.7,169,simulation_run_s154_20260423_072138.xlsx,25.424999999999997,0.05000000000000071
203,2401,TAME,SELL,72000,25.62,233,simulation_run_s154_20260423_072138.xlsx,25.605,0.00999999999999801
266,3201,TAME,SELL,74000,26.16,297,simulation_run_s154_20260423_072138.xlsx,25.895,0.00999999999999801
25,1,TAME,SELL,69000,25.04,55,simulation_run_s155_20260411_160218.xlsx,24.955,0.010000000000001563
80,801,CRZY,SELL,71000,10.18,110,simulation_run_s155_20260411_160218.xlsx,10.04,0.02000000000000135
147,1601,TAME,BUY,65000,24.83,177,simulation_run_s155_20260411_160218.xlsx,25.1,0.019999999999999574
201,2401,CRZY,SELL,70000,9.75,231,simulation_run_s155_20260411_160218.xlsx,9.565,0.08999999999999986
262,3201,TAME,SELL,68000,25.49,292,simulation_run_s155_20260411_160218.xlsx,25.240000000000002,0.019999999999999574
27,1,TAME,BUY,71000,24.79,57,simulation_run_s155_20260414_082456.xlsx,25.049999999999997,0.019999999999999574
90,801,CRZY,SELL,70000,9.89,120,simulation_run_s155_20260414_082456.xlsx,9.64,0.019999999999999574
147,1601,TAME,SELL,72000,25.05,177,simulation_run_s155_20260414_082456.xlsx,25.0,0.020000000000003126
200,2401,CRZY,SELL,72000,9.86,230,simulation_run_s155_20260414_082456.xlsx,9.575,0.009999999999999787
259,3201,TAME,SELL,71000,25.36,289,simulation_run_s155_20260414_082456.xlsx,25.14,0.060000000000002274
16,1,TAME,BUY,66000,24.78,46,simulation_run_s155_20260418_052642.xlsx,24.955,0.05000000000000071
76,801,CRZY,SELL,67000,9.84,106,simulation_run_s155_20260418_052642.xlsx,9.665,0.009999999999999787
147,1601,CRZY,SELL,66000,9.98,177,simulation_run_s155_20260418_052642.xlsx,9.719999999999999,0.040000000000000924
196,2401,TAME,BUY,70000,25.02,226,simulation_run_s155_20260418_052642.xlsx,25.299999999999997,0.019999999999999574
263,3201,TAME,BUY,72000,24.96,293,simulation_run_s155_20260418_052642.xlsx,25.14,0.060000000000002274
27,1,TAME,BUY,71000,24.8,57,simulation_run_s155_20260415_194302.xlsx,24.994999999999997,0.010000000000001563
85,801,CRZY,SELL,73000,10.21,115,simulation_run_s155_20260415_194302.xlsx,9.965,0.030000000000001137
138,1601,TAME,BUY,73000,24.01,168,simulation_run_s155_20260415_194302.xlsx,24.225,0.010000000000001563
204,2401,CRZY,SELL,66000,9.67,234,simulation_run_s155_20260415_194302.xlsx,9.5,0.019999999999999574
259,3201,TAME,BUY,67000,23.35,289,simulation_run_s155_20260415_194302.xlsx,23.59,0.020000000000003126
30,1,CRZY,SELL,68000,9.95,60,simulation_run_s155_20260423_072739.xlsx,9.915,0.009999999999999787
81,801,TAME,SELL,68000,25.36,111,simulation_run_s155_20260423_072739.xlsx,25.1,0.019999999999999574
135,1601,CRZY,SELL,74000,10.54,165,simulation_run_s155_20260423_072739.xlsx,10.215,0.05000000000000071
197,2401,CRZY,SELL,75000,10.35,227,simulation_run_s155_20260423_072739.xlsx,10.155000000000001,0.009999999999999787
259,3201,TAME,BUY,75000,24.85,289,simulation_run_s155_20260423_072739.xlsx,25.04,0.05999999999999872
18,1,CRZY,BUY,74000,9.77,48,simulation_run_s156_20260411_160820.xlsx,9.985,0.049999999999998934
76,801,TAME,BUY,71000,24.51,106,simulation_run_s156_20260411_160820.xlsx,24.65,0.0400000000000027
139,1601,CRZY,BUY,68000,9.77,169,simulation_run_s156_20260411_160820.xlsx,9.935,0.05000000000000071
207,2401,TAME,BUY,75000,23.85,237,simulation_run_s156_20260411_160820.xlsx,24.085,0.05000000000000071
262,3201,TAME,BUY,66000,23.87,293,simulation_run_s156_20260411_160820.xlsx,24.085,0.010000000000001563
23,1,TAME,SELL,69000,25.5,53,simulation_run_s156_20260414_083058.xlsx,25.285,0.00999999999999801
84,801,CRZY,BUY,66000,10.27,114,simulation_run_s156_20260414_083058.xlsx,10.555,0.05000000000000071
146,1601,CRZY,BUY,67000,9.89,176,simulation_run_s156_20260414_083058.xlsx,10.16,0.03999999999999915
208,2401,TAME,BUY,71000,27.56,238,simulation_run_s156_20260414_083058.xlsx,27.735,0.00999999999999801
267,3201,CRZY,BUY,70000,8.95,297,simulation_run_s156_20260414_083058.xlsx,9.035,0.05000000000000071
21,1,CRZY,SELL,75000,10.19,50,simulation_run_s156_20260415_194904.xlsx,10.004999999999999,0.049999999999998934
83,801,TAME,BUY,66000,24.22,113,simulation_run_s156_20260415_194904.xlsx,24.535,0.04999999999999716
137,1601,CRZY,BUY,71000,9.67,167,simulation_run_s156_20260415_194904.xlsx,9.864999999999998,0.009999999999999787
197,2401,TAME,SELL,70000,24.14,227,simulation_run_s156_20260415_194904.xlsx,24.064999999999998,0.010000000000001563
259,3201,CRZY,BUY,66000,10.62,290,simulation_run_s156_20260415_194904.xlsx,10.785,0.05000000000000071
25,1,CRZY,SELL,70000,10.14,55,simulation_run_s156_20260418_053244.xlsx,9.91,0.019999999999999574
79,801,TAME,SELL,74000,24.39,109,simulation_run_s156_20260418_053244.xlsx,24.259999999999998,0.019999999999999574
135,1601,CRZY,SELL,66000,10.17,165,simulation_run_s156_20260418_053244.xlsx,9.905000000000001,0.049999999999998934
207,2401,TAME,BUY,71000,23.51,237,simulation_run_s156_20260418_053244.xlsx,23.729999999999997,0.019999999999999574
266,3201,TAME,BUY,67000,23.9,296,simulation_run_s156_20260418_053244.xlsx,24.04,0.03999999999999915
19,1,CRZY,BUY,70000,9.63,49,simulation_run_s156_20260423_073342.xlsx,9.875,0.05000000000000071
81,801,TAME,SELL,67000,26.12,111,simulation_run_s156_20260423_073342.xlsx,26.064999999999998,0.010000000000001563
136,1601,TAME,SELL,68000,26.66,166,simulation_run_s156_20260423_073342.xlsx,26.384999999999998,0.010000000000001563
205,2401,CRZY,BUY,73000,9.56,235,simulation_run_s156_20260423_073342.xlsx,9.725000000000001,0.02999999999999936
267,3201,TAME,BUY,69000,25.98,297,simulation_run_s156_20260423_073342.xlsx,26.25,0.020000000000003126
16,1,TAME,SELL,71000,25.24,46,simulation_run_s157_20260414_083700.xlsx,25.05,0.03999999999999915
89,801,CRZY,BUY,66000,9.86,119,simulation_run_s157_20260414_083700.xlsx,10.1,0.03999999999999915
139,1601,TAME,BUY,69000,24.61,169,simulation_run_s157_20260414_083700.xlsx,24.865000000000002,0.010000000000001563
207,2401,TAME,BUY,65000,24.53,237,simulation_run_s157_20260414_083700.xlsx,24.69,0.03999999999999915
264,3201,TAME,BUY,66000,24.8,294,simulation_run_s157_20260414_083700.xlsx,24.895,0.00999999999999801
18,1,TAME,SELL,71000,25.08,48,simulation_run_s157_20260411_161422.xlsx,24.905,0.030000000000001137
81,801,CRZY,BUY,72000,9.96,111,simulation_run_s157_20260411_161422.xlsx,10.245000000000001,0.02999999999999936
144,1601,TAME,BUY,73000,24.69,174,simulation_run_s157_20260411_161422.xlsx,24.814999999999998,0.010000000000001563
196,2401,CRZY,SELL,68000,10.43,226,simulation_run_s157_20260411_161422.xlsx,10.405000000000001,0.009999999999999787
269,3201,CRZY,SELL,68000,10.61,299,simulation_run_s157_20260411_161422.xlsx,10.3,0.040000000000000924
25,1,CRZY,SELL,71000,10.27,55,simulation_run_s157_20260415_195506.xlsx,10.030000000000001,0.0600000000000005
77,801,TAME,BUY,75000,24.96,107,simulation_run_s157_20260415_195506.xlsx,25.244999999999997,0.010000000000001563
143,1601,TAME,BUY,75000,25.76,173,simulation_run_s157_20260415_195506.xlsx,25.97,0.019999999999999574
201,2401,CRZY,SELL,69000,10.27,232,simulation_run_s157_20260415_195506.xlsx,10.129999999999999,0.0600000000000005
260,3201,TAME,BUY,72000,25.84,290,simulation_run_s157_20260415_195506.xlsx,26.05,0.03999999999999915
27,1,CRZY,BUY,72000,10.0,57,simulation_run_s157_20260418_053846.xlsx,10.295,0.030000000000001137
81,801,TAME,BUY,67000,25.15,111,simulation_run_s157_20260418_053846.xlsx,25.365000000000002,0.010000000000001563
150,1601,CRZY,BUY,70000,10.91,180,simulation_run_s157_20260418_053846.xlsx,11.075,0.009999999999999787
205,2401,TAME,BUY,66000,26.02,235,simulation_run_s157_20260418_053846.xlsx,26.25,0.03999999999999915
256,3201,TAME,BUY,68000,25.61,287,simulation_run_s157_20260418_053846.xlsx,25.735,0.00999999999999801
26,1,TAME,BUY,71000,24.57,56,simulation_run_s157_20260423_073944.xlsx,24.835,0.05000000000000071
87,801,CRZY,SELL,69000,9.99,117,simulation_run_s157_20260423_073944.xlsx,9.934999999999999,0.009999999999999787
146,1601,TAME,SELL,72000,25.04,176,simulation_run_s157_20260423_073944.xlsx,24.78,0.05999999999999872
195,2401,CRZY,BUY,66000,8.83,225,simulation_run_s157_20260423_073944.xlsx,9.05,0.02000000000000135
257,3201,TAME,BUY,72000,24.46,287,simulation_run_s157_20260423_073944.xlsx,24.72,0.05999999999999872
23,1,TAME,BUY,74000,24.47,53,simulation_run_s158_20260411_162023.xlsx,24.72,0.03999999999999915
82,801,CRZY,SELL,66000,10.53,112,simulation_run_s158_20260411_162023.xlsx,10.265,0.07000000000000028
141,1601,TAME,BUY,69000,23.45,171,simulation_run_s158_20260411_162023.xlsx,23.665,0.030000000000001137
203,2401,CRZY,BUY,73000,10.66,233,simulation_run_s158_20260411_162023.xlsx,10.675,0.009999999999999787
263,3201,TAME,BUY,67000,23.31,293,simulation_run_s158_20260411_162023.xlsx,23.6,0.05999999999999872
19,1,CRZY,BUY,65000,9.62,49,simulation_run_s158_20260414_084302.xlsx,9.915,0.009999999999999787
87,801,TAME,SELL,70000,24.99,117,simulation_run_s158_20260414_084302.xlsx,24.865000000000002,0.05000000000000071
144,1601,TAME,SELL,66000,25.0,175,simulation_run_s158_20260414_084302.xlsx,24.845,0.08999999999999986
202,2401,CRZY,SELL,65000,9.2,232,simulation_run_s158_20260414_084302.xlsx,8.96,0.0600000000000005
265,3201,TAME,BUY,73000,24.21,295,simulation_run_s158_20260414_084302.xlsx,24.48,0.060000000000002274
30,1,TAME,SELL,73000,25.07,60,simulation_run_s158_20260415_200108.xlsx,25.035,0.00999999999999801
77,801,CRZY,SELL,69000,10.41,107,simulation_run_s158_20260415_200108.xlsx,10.165,0.009999999999999787
147,1601,CRZY,SELL,71000,10.63,177,simulation_run_s158_20260415_200108.xlsx,10.32,0.03999999999999915
199,2401,TAME,SELL,71000,25.53,229,simulation_run_s158_20260415_200108.xlsx,25.345,0.010000000000001563
